iter	RMSE
168	0.05627642868
169	0.05627611524
170	0.05627557543
171	0.05627206741
172	0.05627084359
173	0.05627076962
174	0.05626939628
175	0.05626789604
176	0.05626788022
177	0.05626619254
178	0.05626506532
179	0.05626485149
180	0.05626425401
181	0.05626422601
182	0.05626303148
183	0.05626293589
184	0.05626288577
185	0.05626245092
186	0.05626244365
187	0.05626243674
188	0.05626243668
189	0.05625980717
190	0.05625893853
191	0.05625812523
192	0.05625630505
193	0.05625562386
194	0.05625508355
195	0.05625254107
196	0.05625143505
197	0.05625078418
198	0.05625078394
199	0.05625022583
200	0.05624908347
201	0.05624741152
202	0.05624703221
203	0.05624544902
204	0.0562429975
205	0.05624057266
206	0.05624057173
207	0.05624057065
208	0.05624032094
209	0.05623944693
210	0.05623644778
211	0.0562350964
212	0.05623390552
213	0.05623138458
214	0.05622754725
215	0.05622647544
216	0.05622583624
217	0.05622564623
218	0.05622410612
219	0.05622313053
220	0.05622140695
221	0.05622086569
222	0.05621966714
223	0.05621852025
224	0.05621799953
225	0.05621639553
226	0.05621411266
227	0.05621411266
228	0.05621276346
229	0.05621271182
230	0.0562121423
231	0.05621034901
232	0.05621034574
233	0.05620915216
234	0.0562087008
235	0.05620869795
236	0.05620869703
237	0.05620663404
238	0.05620487675
239	0.05620257366
240	0.05620085435
241	0.05620018814
242	0.05619838176
243	0.05619823409
244	0.05619807926
245	0.0561957085
246	0.05619467185
247	0.05619441635
248	0.05619122729
249	0.05618967998
250	0.05618955832
251	0.05618925297
252	0.05618881223
253	0.05618684328
254	0.05618566734
255	0.05618235592
256	0.05618172295
257	0.05618085493
258	0.0561787397
259	0.05617733242
260	0.05617563243
261	0.05617389426
262	0.0561737982
263	0.05617176133
264	0.05617075949
265	0.0561681759
266	0.05616817168
267	0.0561663937
268	0.05616350314
269	0.056162914
270	0.05616167569
271	0.0561608412
272	0.05615962582
273	0.05615908313
274	0.05615782532
275	0.05615674135
276	0.05615425279
277	0.05615229975
278	0.05615096263
279	0.05614944131
280	0.05614776764
281	0.05614503014
282	0.056142295
283	0.05613899419
284	0.05613838167
285	0.05613753272
286	0.056136572
287	0.05613584704
288	0.05613505224
289	0.05613429101
290	0.05613323813
291	0.05613208722
292	0.05613158705
293	0.05613073568
294	0.05612689874
295	0.05612182221
296	0.05612072012
297	0.05611914256
298	0.05611750881
299	0.05611651516
300	0.05611491207
301	0.05611355042
302	0.05610940307
303	0.05610805974
304	0.05610564496
305	0.05610474815
306	0.0561032751
307	0.05609997166
308	0.05609841719
309	0.05609719178
310	0.05609408837
311	0.05609260754
312	0.05609167959
313	0.05608973372
314	0.05608825847
315	0.05608665349
316	0.05608605123
317	0.05608438451
318	0.05608273581
319	0.05608056605
320	0.05607908003
321	0.05607725006
322	0.05607712578
323	0.05607571522
324	0.05607392563
325	0.05607246391
326	0.05607049355
327	0.0560703661
328	0.05606944503
329	0.05606938251
330	0.05606886433
331	0.05606883231
332	0.05606870547
333	0.05606706111
334	0.05606700218
335	0.0560636851
336	0.05606303794
337	0.05606175166
338	0.05605996563
339	0.05605887758
340	0.05605780855
341	0.05605512676
342	0.05605411727
343	0.05605148492
344	0.05605082022
345	0.05604947437
346	0.05604564774
347	0.05604332262
348	0.05604154471
349	0.05604031614
350	0.05604020348
351	0.05604015127
352	0.05603867328
353	0.05603703002
354	0.05603647221
355	0.0560357211
356	0.05603555291
357	0.05603332119
358	0.05603330387
359	0.05602986194
360	0.05602982262
361	0.05602848257
362	0.05602672808
363	0.05602670502
364	0.0560255847
365	0.05602467885
366	0.05602154938
367	0.05601953164
368	0.056018272
369	0.05601765261
370	0.05601689707
371	0.05601535311
372	0.05601397469
373	0.05601097172
374	0.05600885547
375	0.05600733075
376	0.05600650369
377	0.05600566548
378	0.05600493632
379	0.05600310444
380	0.0560025009
381	0.05600117562
382	0.05600108543
383	0.05599958513
384	0.0559989287
385	0.0559982839
386	0.05599784301
387	0.05599766424
388	0.05599765069
389	0.05599738635
390	0.05599617734
391	0.05599455234
392	0.05599387197
393	0.0559931231
394	0.05599286777
395	0.05599138459
396	0.05599020682
397	0.0559893482
398	0.05598772541
399	0.05598651391
400	0.05598546812
401	0.05598416913
402	0.05598260851
403	0.05598102591
404	0.05598032213
405	0.05597954821
406	0.05597866472
407	0.05597746335
408	0.05597572593
409	0.05597524562
410	0.05597501376
411	0.05597377931
412	0.05597363913
413	0.05597227209
414	0.05597179847
415	0.05597014203
416	0.0559695331
417	0.0559689416
418	0.05596760792
419	0.05596630906
420	0.05596518649
421	0.05596450348
422	0.05596308277
423	0.05596296936
424	0.05596256069
425	0.05596189056
426	0.05596079097
427	0.05595954746
428	0.05595892938
429	0.05595729474
430	0.05595616566
431	0.05595511822
432	0.05595436265
433	0.05595286258
434	0.05595214137
435	0.0559508774
436	0.05595027243
437	0.0559490928
438	0.05594857198
439	0.05594684128
440	0.05594617916
441	0.05594570227
442	0.05594474631
443	0.05594320903
444	0.05594299895
445	0.05594215959
446	0.05594159625
447	0.05594138699
448	0.05594036005
449	0.05594031183
450	0.05593893083
451	0.05593637594
452	0.0559348179
453	0.0559347389
454	0.05593427592
455	0.05593317388
456	0.05593291634
457	0.05593220502
458	0.05593070075
459	0.05593067168
460	0.05592826195
461	0.05592736681
462	0.05592735393
463	0.0559266155
464	0.05592594572
465	0.05592449616
466	0.05592373099
467	0.05592371959
468	0.05592292394
469	0.05592089784
470	0.05591954103
471	0.05591884964
472	0.05591762521
473	0.05591636912
474	0.05591631271
475	0.05591559126
476	0.05591474059
477	0.05591340257
478	0.05591226393
479	0.05591064396
480	0.05590998308
481	0.05590861579
482	0.05590781824
483	0.05590666106
484	0.0559052671
485	0.0559049744
486	0.05590373983
487	0.05590265799
488	0.05590176031
489	0.05590082379
490	0.05589954005
491	0.05589852604
492	0.05589714639
493	0.05589659081
494	0.05589599089
495	0.05589555715
496	0.05589495039
497	0.05589467886
498	0.05589386434
499	0.0558937574
500	0.05589369894
501	0.05589270487
502	0.05589253095
503	0.05589209098
504	0.055891666
505	0.05589095176
506	0.05588922997
507	0.05588863106
508	0.0558881879
509	0.0558874957
510	0.05588699931
511	0.05588556531
512	0.05588468222
513	0.05588403193
514	0.05588326895
515	0.05588186036
516	0.05588030858
517	0.05587959224
518	0.05587823764
519	0.05587822481
520	0.05587759735
521	0.05587684086
522	0.05587679662
523	0.05587602273
524	0.05587491569
525	0.05587484266
526	0.05587367738
527	0.05587289723
528	0.05587226035
529	0.05587117353
530	0.05586984645
531	0.05586891519
532	0.05586836791
533	0.05586780909
534	0.0558671013
535	0.05586604903
536	0.05586512028
537	0.05586438742
538	0.05586395123
539	0.0558636914
540	0.0558627057
541	0.05586241307
542	0.05586134788
543	0.055860885
544	0.0558600322
545	0.05585906771
546	0.05585851896
547	0.05585815803
548	0.05585764154
549	0.05585745839
550	0.05585722968
551	0.05585693754
552	0.05585626562
553	0.05585532229
554	0.05585390416
555	0.05585334692
556	0.05585259815
557	0.05585192086
558	0.05585087453
559	0.05585014124
560	0.05584941169
561	0.05584935917
562	0.05584781129
563	0.05584653425
564	0.05584646855
565	0.05584480739
566	0.0558441355
567	0.05584355384
568	0.05584321893
569	0.05584010341
570	0.05583906633
571	0.05583857227
572	0.05583790355
573	0.05583717313
574	0.05583682296
575	0.05583603454
576	0.05583582342
577	0.05583498537
578	0.05583414735
579	0.0558337961
580	0.05583319368
581	0.05583247547
582	0.05583094206
583	0.05583032289
584	0.05582893768
585	0.0558279329
586	0.05582661263
587	0.05582533647
588	0.05582384495
589	0.05582340617
590	0.05582210075
591	0.05582206613
592	0.05582119825
593	0.05582091924
594	0.05582079914
595	0.05582069841
596	0.0558205541
597	0.05581947498
598	0.05581929785
599	0.05581830123
